appid,0,1,2,3,4,5,6,7
224960,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225080,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
225260,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0
225420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
225540,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0
226720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
226840,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
226860,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
226960,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227300,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0
227580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
227940,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
228200,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0
228260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
228280,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
228380,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
228760,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228960,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
229810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
230070,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
230190,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230410,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0
230700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
230980,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231160,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
231310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
231430,0.0,0.0,0.0,3.0,5.0,4.0,0.0,2.0
232050,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
232090,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232430,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
232750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
232770,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
232790,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
233130,2.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0
233150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
233190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
233270,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
233290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
233350,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
233450,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
233550,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
233720,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
233980,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0
234140,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0
234190,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
234390,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0
234650,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0
234670,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
234900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234920,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
234940,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0
235210,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
235250,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
235460,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235540,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
235720,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
235800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236150,0.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0
236390,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
236430,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236730,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
236850,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237630,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
237930,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237990,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238010,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
238090,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
238210,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
238320,0.0,4.0,5.0,5.0,5.0,5.0,0.0,5.0
238370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
238430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
238460,2.0,0.0,5.0,5.0,0.0,4.0,0.0,2.0
238930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
238960,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
239030,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
239070,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
239140,2.0,0.0,5.0,0.0,5.0,2.0,5.0,0.0
239160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
239200,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239820,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0
239840,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
240320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240720,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
241320,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
241600,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
242050,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
242640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
242680,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0
242700,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
242760,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0
242820,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
242860,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
242880,0.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0
242920,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243160,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
243360,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243450,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
243780,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
243930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
243950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
243970,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244160,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244590,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
244730,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
245170,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
245370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
245490,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
246110,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0
246580,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246620,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
246900,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
247020,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
247080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
247240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
247730,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
248190,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248310,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
248530,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0
248570,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
248610,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
248650,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
248820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
249050,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
249130,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
249230,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
249590,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
249650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
249990,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
250050,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
250180,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
250260,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
250400,0.0,0.0,0.0,5.0,2.0,3.0,0.0,5.0
250620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
250760,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250900,1.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0
251130,0.0,0.0,3.0,3.0,5.0,0.0,0.0,5.0
251470,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
251530,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0
251570,2.0,0.0,5.0,0.0,0.0,4.0,2.0,3.0
251690,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
251730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
251870,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0
251990,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
252030,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
252170,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0
252330,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
252490,1.0,4.0,0.0,5.0,5.0,1.0,2.0,4.0
252610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
252630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
252670,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
252690,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252710,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
252950,0.0,0.0,0.0,5.0,5.0,3.0,5.0,0.0
253030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
253110,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
253330,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
253370,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
253390,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
253610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
253790,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253880,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
253900,0.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0
253980,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0
254060,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
254080,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
254700,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
255070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
255220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
255710,2.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
257510,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
257690,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257830,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
257850,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
258090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
258200,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
258220,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
258520,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258910,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0
258970,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0
259080,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
259320,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
260230,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
260250,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
261110,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0
261180,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0
261640,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0
261760,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0
262060,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
262150,1.0,0.0,0.0,5.0,5.0,0.0,0.0,4.0
262280,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0
262470,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
263060,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0
263080,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
263280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
263620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
263980,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0
264240,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
264280,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
264710,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264730,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
265210,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0
265300,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
265330,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
265590,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
265690,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265890,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265930,0.0,0.0,0.0,5.0,5.0,5.0,2.0,0.0
266010,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
266110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
266130,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
266210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
266310,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
266430,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
267060,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
267360,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267920,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
267940,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
267980,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0
268500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
268870,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
268910,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269210,0.0,3.0,0.0,2.0,0.0,0.0,2.0,5.0
269250,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
269710,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
269790,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
269890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
270090,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
270450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
270550,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0
270570,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
271240,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
271500,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
271570,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
271590,2.0,5.0,4.0,0.0,0.0,5.0,5.0,5.0
271640,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
271730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
271860,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
272040,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272060,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
272270,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
272510,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
273110,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
273500,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
273770,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
274170,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
274190,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0
274270,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
274350,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
274560,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
274900,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
274940,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
275390,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
275490,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
275670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
275850,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0
277430,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
277890,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
278100,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
278360,0.0,0.0,0.0,3.0,4.0,2.0,5.0,5.0
278460,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
279640,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
280640,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
281200,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
281860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
281920,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
281990,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
282070,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
282100,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
282140,5.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
282660,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
282800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
282900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
283230,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
283290,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0
283390,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
283640,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
283880,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
284930,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
284950,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0
284990,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
285010,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
285090,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
285130,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
285440,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
285800,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
285820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
286100,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
286160,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
286200,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
286260,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
286360,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
286570,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
286690,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0
287100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
287120,0.0,0.0,2.0,3.0,3.0,5.0,0.0,0.0
287290,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0
287390,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287450,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
287700,2.0,0.0,4.0,5.0,0.0,2.0,0.0,1.0
287980,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
288160,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289070,1.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0
289090,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0
289130,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
289650,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
289690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
290260,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290770,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
291390,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
291410,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291480,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
291550,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
291650,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291860,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292030,5.0,5.0,5.0,0.0,0.0,2.0,0.0,5.0
292120,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292140,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292370,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
292380,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0
292410,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
292480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
292570,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
292620,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
292630,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0
292730,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
292910,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0
293180,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0
293320,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
293780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
294020,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0
294040,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
294100,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
294230,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0
294440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
294750,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
294810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
294860,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
295690,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
295790,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
295930,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
296070,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
296490,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
296770,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
296830,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
296910,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
296970,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
297020,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0
297130,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
298260,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
298600,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
298630,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
299260,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0
299360,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
299460,0.0,0.0,5.0,3.0,5.0,4.0,0.0,0.0
299720,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
299740,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
300220,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
300550,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0
300570,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300580,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
301190,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0
301200,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
301520,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
301640,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0
301750,0.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0
301970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
302310,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
302510,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
302710,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
303210,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303390,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0
303720,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
304050,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
304390,0.0,3.0,0.0,2.0,5.0,4.0,0.0,0.0
304410,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304430,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
304460,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
304650,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304930,1.0,2.0,5.0,5.0,5.0,1.0,1.0,0.0
305620,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
306040,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
306350,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0
306410,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
307070,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
307170,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
307230,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
307590,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
307690,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
307780,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
307880,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
308000,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
308040,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0
